,digraph,inter-key,uut,ddt,userNo
1086,st,59,130,163,123
1087,ta,-34,71,37,123
1088,ar,29,101,134,123
1089,rd,2,104,74,123
1090,bl,188,258,259,123
1091,la,24,129,94,123
1092,ac,89,191,194,123
1093,ck,12,117,114,123
1094,k0,60,201,165,123
1095,00,-35,176,106,123
1096,0s,38,141,249,123
1097,ba,-41,100,35,123
1098,as,-36,70,105,123
1099,st,37,105,143,123
1100,ta,-28,71,40,123
1101,ar,81,153,180,123
1102,rd,2,70,74,123
1103,bl,391,462,461,123
1104,la,94,199,165,123
1105,ac,170,274,275,123
1106,ck,137,213,241,123
1107,k0,159,475,235,123
1108,00,-35,177,281,123
1109,0s,119,210,331,123
1110,ba,4,141,108,123
1111,as,-35,70,102,123
1112,st,6,125,111,123
1113,ta,3,94,122,123
1114,ar,3,72,94,123
1115,rd,3,68,72,123
1116,bl,49,154,152,123
1117,la,6,113,111,123
1118,ac,111,182,218,123
1119,ck,60,130,131,123
1120,k0,63,244,133,123
1121,00,-70,140,111,123
1122,0s,69,180,279,123
1123,ba,5,114,74,123
1124,as,-45,63,64,123
1125,st,3,68,111,123
1126,ta,9,71,74,123
1127,ar,5,73,67,123
1128,rd,20,125,88,123
1129,bl,82,152,185,123
1130,la,115,220,185,123
1131,ac,178,281,283,123
1132,ck,159,227,262,123
1133,k0,136,348,204,123
1134,00,-70,140,142,123
1135,0s,93,196,303,123
1136,ba,-5,78,77,123
1137,as,-42,78,41,123
1138,st,-41,44,79,123
1139,ta,-6,76,79,123
1140,ar,3,82,85,123
1141,rd,-6,38,73,123
1142,bl,113,192,202,123
1143,la,38,119,117,123
1144,ac,112,193,193,123
1145,ck,3,110,84,123
1146,k0,3,156,110,123
1147,00,-42,156,111,123
1148,0s,37,157,235,123
1149,ba,3,176,72,123
1150,as,-107,35,66,123
1151,st,3,71,145,123
1152,ta,3,106,71,123
1153,ar,9,70,112,123
1154,rd,3,68,64,123
1155,bl,20,125,125,123
1156,la,5,109,110,123
1157,ac,127,235,231,123
1158,ck,20,89,128,123
1159,k0,57,232,126,123
1160,00,-71,141,104,123
1161,0s,34,175,246,123
1162,ba,2,104,110,123
1163,as,3,107,105,123
1164,st,2,33,106,123
1165,ta,8,113,39,123
1166,ar,3,107,108,123
1167,rd,3,105,107,123
1168,bl,109,180,215,123
1169,la,56,161,127,123
1170,ac,119,261,224,123
1171,ck,8,78,150,123
1172,k0,193,473,263,123
1173,00,-35,141,245,123
1174,0s,103,207,279,123
1175,ba,38,167,79,123
1176,as,-90,6,39,123
1177,st,-49,35,47,123
1178,ta,38,119,122,123
1179,ar,-43,40,38,123
1180,rd,37,117,120,123
1181,bl,36,79,117,123
1182,la,74,155,117,123
1183,ac,228,308,309,123
1184,ck,37,79,117,123
1185,k0,37,233,79,123
1186,00,-43,155,153,123
1187,0s,37,157,235,123
1188,ba,-45,76,39,123
1189,as,-82,40,39,123
1190,st,3,82,125,123
1191,ta,-6,76,73,123
1192,ar,3,82,85,123
1193,rd,-6,77,73,123
1194,bl,37,116,117,123
1195,la,38,119,117,123
1196,ac,113,231,194,123
1197,ck,3,79,121,123
1198,k0,3,195,79,123
1199,00,-81,155,111,123
1200,0s,41,162,277,123
1201,ba,3,133,77,123
1202,as,-70,45,60,123
1203,st,3,68,118,123
1204,ta,4,140,69,123
1205,ar,-36,36,100,123
1206,rd,26,134,98,123
1207,bl,897,930,965,123
1208,la,59,165,92,123
1209,ac,157,262,263,123
1210,ck,121,188,226,123
1211,k0,100,382,167,123
1212,00,-34,143,248,123
1213,0s,79,182,256,123
1214,ba,18,157,94,123
1215,as,-37,69,102,123
1216,st,29,135,135,123
1217,ta,1,68,107,123
1218,ar,47,82,114,123
1219,rd,19,125,54,123
1220,bl,89,160,190,123
1221,la,43,140,114,123
1222,ac,101,242,198,123
1223,ck,12,83,153,123
1224,k0,206,559,277,123
1225,00,-36,141,317,123
1226,0s,176,280,353,123
1227,ba,16,193,86,123
1228,as,-70,34,107,123
1229,st,54,123,158,123
1230,ta,-38,106,31,123
1231,ar,2,70,146,123
1232,rd,4,69,72,123
1233,bl,53,158,159,123
1234,la,31,101,136,123
1235,ac,155,262,225,123
1236,ck,344,414,451,123
1237,k0,47,259,117,123
1238,00,-72,140,140,123
1239,0s,71,184,283,123
1240,ba,2,109,109,123
1241,as,-41,35,66,123
1242,st,3,72,79,123
1243,ta,2,104,71,123
1244,ar,2,70,104,123
1245,rd,24,93,92,123
1246,bl,350,429,432,123
1247,la,15,133,94,123
1248,ac,198,275,316,123
1249,ck,74,141,151,123
1250,k0,190,435,257,123
1251,00,-35,141,210,123
1252,0s,349,457,525,123
1253,ba,-43,79,38,123
1254,as,-43,78,79,123
1255,st,-42,44,79,123
1256,ta,-6,115,80,123
1257,ar,-42,43,79,123
1258,rd,-6,76,79,123
1259,bl,37,116,118,123
1260,la,38,118,117,123
1261,ac,113,193,193,123
1262,ck,4,111,84,123
1263,k0,3,195,110,123
1264,00,-81,159,111,123
1265,0s,-123,113,117,123
1266,ba,3,70,107,123
1267,as,-35,72,32,123
1268,st,2,78,109,123
1269,ta,3,97,79,123
1270,ar,3,70,97,123
1271,rd,6,109,73,123
1272,bl,70,175,175,123
1273,la,315,419,420,123
1274,ac,223,331,327,123
1275,ck,105,177,213,123
1276,k0,126,477,198,123
1277,00,-72,141,279,123
1278,0s,112,217,325,123
1279,ba,3,110,107,123
1280,as,-36,69,71,123
1281,st,9,78,114,123
1282,ta,5,118,74,123
1283,ar,4,74,117,123
1284,rd,3,105,73,123
1285,bl,420,488,490,123
1286,la,50,157,118,123
1287,ac,228,297,335,123
1288,ck,124,197,193,123
1289,k0,183,430,256,123
1290,00,-37,140,210,123
1291,0s,124,230,301,123
1292,ba,3,140,69,123
1293,as,-34,71,103,123
1294,st,-37,33,68,123
1295,ta,6,112,76,123
1296,ar,6,68,112,123
1297,rd,24,130,86,123
1298,bl,237,309,307,123
1299,la,16,120,88,123
1300,ac,116,221,220,123
1301,ck,36,104,141,123
1302,k0,116,360,184,123
1303,00,-69,109,175,123
1304,0s,70,172,248,123
1305,ba,-36,141,68,123
1306,as,-69,36,108,123
1307,st,3,70,108,123
1308,ta,3,140,70,123
1309,ar,-35,35,102,123
1310,rd,8,78,78,123
1311,bl,26,99,131,123
1312,la,34,140,107,123
1313,ac,116,228,222,123
1314,ck,63,131,175,123
1315,k0,380,766,448,123
1316,00,-36,633,350,123
1317,0s,-71,246,598,123
1318,ba,32,172,137,123
1319,as,-35,69,105,123
1320,st,53,123,157,123
1321,ta,4,104,74,123
1322,ar,20,90,120,123
1323,rd,32,136,102,123
1324,bl,660,729,732,123
1325,la,98,203,167,123
1326,ac,161,257,266,123
1327,ck,120,188,216,123
1328,k0,190,435,258,123
1329,00,-35,141,210,123
1330,0s,76,143,252,123
1331,ba,-36,107,35,123
1332,as,-73,34,70,123
1333,st,4,71,111,123
1334,ta,4,110,71,123
1335,ar,3,68,109,123
1336,rd,22,91,87,123
1337,bl,244,313,312,123
1338,la,48,187,117,123
1339,ac,258,364,397,123
1340,ck,102,173,208,123
1341,k0,132,309,203,123
1342,00,-36,140,141,123
1343,0s,91,195,267,123
1344,ba,6,144,73,123
1345,as,-29,75,109,123
1346,st,-40,31,64,123
1347,ta,3,106,74,123
1348,ar,3,80,106,123
1349,rd,2,104,79,123
1350,bl,108,215,214,123
1351,la,72,179,179,123
1352,ac,122,226,229,123
1353,ck,161,232,265,123
1354,k0,110,322,181,123
1355,00,-72,104,140,123
1356,0s,115,214,291,123
1357,ba,-39,72,38,123
1358,as,-68,33,43,123
1359,st,20,126,121,123
1360,ta,-35,75,71,123
1361,ar,3,71,113,123
1362,rd,2,103,70,123
1363,bl,59,134,174,123
1364,la,33,150,108,123
1365,ac,117,232,234,123
1366,ck,154,234,269,123
1367,k0,152,322,232,123
1368,00,-37,139,133,123
1369,0s,46,151,222,123
1370,ba,-41,105,70,123
1371,as,-71,71,75,123
1372,st,2,69,144,123
1373,ta,2,107,69,123
1374,ar,3,70,108,123
1375,rd,2,69,69,123
1376,bl,41,150,147,123
1377,la,22,129,131,123
1378,ac,413,518,520,123
1379,ck,37,139,142,123
1380,k0,49,263,151,123
1381,00,-70,141,144,123
1382,0s,-70,141,141,123
1383,ba,6,146,78,123
1384,as,-36,69,104,123
1385,st,-34,36,71,123
1386,ta,6,148,76,123
1387,ar,-37,35,105,123
1388,rd,38,107,110,123
1389,bl,71,140,143,123
1390,la,38,148,107,123
1391,ac,118,223,228,123
1392,ck,21,124,126,123
1393,k0,38,181,141,123
1394,00,-37,176,106,123
1395,0s,33,139,246,123
1396,ba,50,180,122,123
1397,as,-68,71,62,123
1398,st,4,115,143,123
1399,ta,-44,29,67,123
1400,ar,38,106,111,123
1401,rd,9,112,77,123
1402,bl,54,125,161,123
1403,la,32,137,103,123
1404,ac,122,227,227,123
1405,ck,62,133,167,123
1406,k0,52,226,123,123
1407,00,-69,141,105,123
1408,0s,40,140,250,123
1409,ba,764,884,845,123
1410,as,-81,78,39,123
1411,st,-42,44,117,123
1412,ta,-6,76,80,123
1413,ar,3,41,85,123
1414,rd,37,117,75,123
1415,bl,37,116,88,123
1416,la,38,118,117,123
1417,ac,113,200,193,123
1418,ck,3,79,90,123
1419,k0,37,232,113,123
1420,00,-80,118,115,123
1421,0s,74,157,272,123
1422,ba,6,146,68,123
1423,as,-69,71,71,123
1424,st,3,77,143,123
1425,ta,9,99,83,123
1426,ar,3,33,93,123
1427,rd,23,92,53,123
1428,bl,135,195,203,123
1429,la,36,140,96,123
1430,ac,105,211,209,123
1431,ck,42,114,148,123
1432,k0,102,278,174,123
1433,00,-35,140,141,123
1434,0s,76,181,251,123
1435,ba,3,107,72,123
1436,as,-71,35,33,123
1437,st,4,70,110,123
1438,ta,6,111,72,123
1439,ar,3,68,108,123
1440,rd,29,132,94,123
1441,bl,72,178,178,123
1442,la,154,253,260,123
1443,ac,194,298,293,123
1444,ck,139,214,243,123
1445,k0,141,353,216,123
1446,00,-70,141,142,123
1447,0s,167,307,378,123
1448,ba,3,105,71,123
1449,as,-36,71,66,123
1450,st,4,70,111,123
1451,ta,13,118,79,123
1452,ar,3,33,108,123
1453,rd,55,161,85,123
1454,bl,574,642,643,123
1455,la,46,149,114,123
1456,ac,143,246,246,123
1457,ck,26,93,129,123
1458,k0,142,357,209,123
1459,00,-75,136,140,123
1460,0s,74,179,285,123
1461,ba,-43,79,40,123
1462,as,-42,40,80,123
1463,st,3,40,85,123
1464,ta,38,118,75,123
1465,ar,3,42,83,123
1466,rd,36,79,75,123
1467,bl,36,78,117,123
1468,la,37,156,79,123
1469,ac,75,193,194,123
1470,ck,3,79,121,123
1471,k0,3,195,79,123
1472,00,-81,134,111,123
1473,0s,36,157,251,123
1474,ba,3,104,72,123
1475,as,-34,36,67,123
1476,st,4,70,74,123
1477,ta,8,105,74,123
1478,ar,3,36,100,123
1479,rd,39,143,72,123
1480,bl,272,376,342,123
1481,la,4,105,108,123
1482,ac,137,242,238,123
1483,ck,15,86,120,123
1484,k0,145,322,216,123
1485,00,422,739,599,123
1486,0s,59,162,376,123
1487,ba,50,223,123,123
1488,as,-72,36,101,123
1489,st,2,34,110,123
1490,ta,31,142,63,123
1491,ar,1,34,112,123
1492,rd,36,141,69,123
1493,bl,81,152,184,123
1494,la,26,132,97,123
1495,ac,149,249,255,123
1496,ck,29,99,129,123
1497,k0,265,477,335,123
1498,00,-65,140,147,123
1499,0s,112,219,317,123
1500,ba,5,140,114,123
1501,as,-71,35,64,123
1502,st,7,88,113,123
1503,ta,2,132,83,123
1504,ar,3,34,133,123
1505,rd,16,121,47,123
1506,bl,42,145,147,123
1507,la,45,114,148,123
1508,ac,162,274,231,123
1509,ck,66,170,178,123
1510,k0,77,250,181,123
1511,00,-35,177,138,123
1512,0s,-71,176,141,123
1513,ba,-36,71,68,123
1514,as,4,71,111,123
1515,st,2,77,69,123
1516,ta,2,62,77,123
1517,ar,41,109,101,123
1518,rd,12,117,80,123
1519,bl,90,160,158,123
1520,la,69,180,139,123
1521,ac,193,304,304,123
1522,ck,36,107,147,123
1523,k0,256,507,327,123
1524,00,-78,133,173,123
1525,0s,114,254,325,123
1526,ba,-6,153,77,123
1527,as,-80,40,79,123
1528,st,-37,44,83,123
1529,ta,-5,154,76,123
1530,ar,-81,9,78,123
1531,rd,-6,72,84,123
1532,bl,4,79,84,123
1533,la,38,118,113,123
1534,ac,81,200,161,123
1535,ck,3,79,122,123
1536,k0,3,156,79,123
1537,00,-43,155,110,123
1538,0s,-80,188,118,123
1539,ba,-42,117,39,123
1540,as,-80,40,79,123
1541,st,-37,7,83,123
1542,ta,33,153,77,123
1543,ar,-43,5,77,123
1544,rd,33,114,81,123
1545,bl,37,118,88,123
1546,la,74,155,155,123
1547,ac,75,194,156,123
1548,ck,-42,71,77,123
1549,k0,4,157,117,123
1550,00,-43,155,110,123
1551,0s,75,196,273,123
1552,ba,-36,76,70,123
1553,as,-43,64,69,123
1554,st,21,92,128,123
1555,ta,-38,69,33,123
1556,ar,46,117,153,123
1557,rd,2,105,73,123
1558,bl,87,192,194,123
1559,la,54,151,159,123
1560,ac,143,285,240,123
1561,ck,50,121,192,123
1562,k0,214,463,285,123
1563,00,-37,140,212,123
1564,0s,157,261,334,123
1565,ba,7,95,85,123
1566,as,-24,36,64,123
1567,st,3,71,63,123
1568,ta,3,107,71,123
1569,ar,8,78,112,123
1570,rd,29,98,99,123
1571,bl,109,180,212,123
1572,la,66,168,137,123
1573,ac,134,238,236,123
1574,ck,494,560,598,123
1575,k0,157,340,223,123
1576,00,-35,140,148,123
1577,0s,76,211,251,123
1578,ba,-38,139,69,123
1579,as,-72,34,105,123
1580,st,5,75,111,123
1581,ta,5,185,75,123
1582,ar,-70,3,110,123
1583,rd,3,104,76,123
1584,bl,38,105,143,123
1585,la,55,126,122,123
1586,ac,168,274,239,123
1587,ck,42,115,148,123
1588,k0,64,275,137,123
1589,00,-103,142,108,123
1590,0s,-72,140,173,123
1591,ba,8,154,76,123
1592,as,-74,32,72,123
1593,st,-30,33,76,123
1594,ta,22,130,85,123
1595,ar,4,36,112,123
1596,rd,41,147,73,123
1597,bl,497,564,567,123
1598,la,31,136,98,123
1599,ac,175,242,280,123
1600,ck,172,234,239,123
1601,k0,240,420,302,123
1602,00,-34,140,146,123
1603,0s,73,176,247,123
1604,ba,2,106,107,123
1605,as,-37,69,67,123
1606,st,-35,36,71,123
1607,ta,2,105,73,123
1608,ar,6,73,109,123
1609,rd,11,117,78,123
1610,bl,70,141,183,123
1611,la,41,148,112,123
1612,ac,146,246,253,123
1613,ck,6,74,106,123
1614,k0,359,606,427,123
1615,00,-35,141,212,123
1616,0s,107,214,283,123
1617,ba,3,140,77,123
1618,as,-71,70,66,123
1619,st,-34,36,107,123
1620,ta,8,145,78,123
1621,ar,2,31,139,123
1622,rd,40,143,69,123
1623,bl,56,126,162,123
1624,la,67,171,137,123
1625,ac,133,236,237,123
1626,ck,103,176,206,123
1627,k0,148,323,221,123
1628,00,-71,140,104,123
1629,0s,40,141,251,123
1630,ba,6,109,77,123
1631,as,-71,71,32,123
1632,st,4,71,146,123
1633,ta,3,106,70,123
1634,ar,3,76,106,123
1635,rd,5,75,78,123
1636,bl,419,490,488,123
1637,la,99,238,170,123
1638,ac,91,195,230,123
1639,ck,30,98,134,123
1640,k0,154,364,222,123
1641,00,-35,141,175,123
1642,0s,39,143,215,123
1643,ba,153,348,234,123
1644,as,-80,41,115,123
1645,st,-38,40,83,123
1646,ta,38,118,116,123
1647,ar,3,41,83,123
1648,rd,37,117,75,123
1649,bl,3,79,83,123
1650,la,75,156,151,123
1651,ac,151,243,232,123
1652,ck,4,80,96,123
1653,k0,37,232,113,123
1654,00,-81,117,114,123
1655,0s,-80,194,118,123
1656,ba,3,149,111,123
1657,as,-79,35,67,123
1658,st,-31,34,83,123
1659,ta,14,120,79,123
1660,ar,1,68,107,123
1661,rd,23,129,90,123
1662,bl,59,132,172,123
1663,la,4,107,77,123
1664,ac,107,215,210,123
1665,ck,10,115,118,123
1666,k0,13,188,118,123
1667,00,-37,140,138,123
1668,0s,100,139,277,123
1669,ba,-43,117,76,123
1670,as,-81,40,79,123
1671,st,3,119,124,123
1672,ta,-43,47,73,123
1673,ar,4,82,94,123
1674,rd,-6,77,72,123
1675,bl,75,117,126,123
1676,la,75,157,117,123
1677,ac,152,232,234,123
1678,ck,37,79,117,123
1679,k0,106,378,148,123
1680,00,-80,117,192,123
1681,0s,-80,270,117,123
1682,ba,4,141,111,123
1683,as,-37,70,100,123
1684,st,2,72,109,123
1685,ta,2,105,72,123
1686,ar,2,69,105,123
1687,rd,4,107,71,123
1688,bl,42,110,148,123
1689,la,35,142,103,123
1690,ac,122,266,229,123
1691,ck,1,65,145,123
1692,k0,19,197,83,123
1693,00,-36,140,142,123
1694,0s,105,176,281,123
1695,ba,6,69,76,123
1696,as,-33,71,30,123
1697,st,14,82,118,123
1698,ta,3,70,71,123
1699,ar,17,87,84,123
1700,rd,3,105,73,123
1701,bl,21,90,127,123
1702,la,52,157,121,123
1703,ac,152,261,257,123
1704,ck,140,214,249,123
1705,k0,76,251,150,123
1706,00,-69,145,106,123
1707,0s,38,140,252,123
1708,ba,7,111,77,123
1709,as,-72,69,32,123
1710,st,13,112,154,123
1711,ta,-73,32,26,123
1712,ar,23,104,128,123
1713,rd,2,68,83,123
1714,bl,322,391,358,123
1715,la,53,159,122,123
1716,ac,106,211,212,123
1717,ck,6,76,111,123
1718,k0,67,207,137,123
1719,00,-36,148,104,123
1720,0s,39,144,223,123
1721,ba,3,105,107,123
1722,as,2,114,104,123
1723,st,2,63,114,123
1724,ta,2,105,63,123
1725,ar,3,72,106,123
1726,rd,2,103,71,123
1727,bl,68,173,171,123
1728,la,223,328,328,123
1729,ac,177,281,282,123
1730,ck,126,195,230,123
1731,k0,157,445,226,123
1732,00,-77,134,211,123
1733,0s,108,250,319,123
1734,th,60,202,216,122
1735,hi,47,152,189,122
1736,io,120,223,225,122
1737,om,105,245,208,122
1738,mb,199,305,339,122
1739,ba,27,168,133,122
1740,an,375,483,516,122
1741,ne,362,467,470,122
1742,mo,112,183,219,122
1743,ou,184,290,255,122
1744,us,158,261,264,122
1745,st,197,266,300,122
1746,ta,138,243,207,122
1747,ap,333,437,438,122
1748,ph,250,308,354,122
1749,ha,88,191,146,122
1750,th,74,253,187,122
1751,hi,9,118,188,122
1752,io,122,224,231,122
1753,om,116,254,218,122
1754,mb,226,331,364,122
1755,ba,16,191,121,122
1756,an,44,149,219,122
1757,ne,73,145,178,122
1758,mo,75,179,216,122
1759,ou,150,218,254,122
1760,us,125,228,193,122
1761,st,219,297,322,122
1762,ta,88,200,166,122
1763,ap,151,252,263,122
1764,ph,305,411,406,122
1765,ha,49,149,155,122
1766,th,119,294,226,122
1767,hi,7,148,182,122
1768,io,106,211,247,122
1769,om,133,273,238,122
1770,mb,181,285,321,122
1771,ba,40,144,144,122
1772,an,66,172,170,122
1773,ne,43,149,149,122
1774,mo,141,211,247,122
1775,ou,518,625,588,122
1776,us,162,301,269,122
1777,st,186,290,325,122
1778,ta,46,188,150,122
1779,ap,228,336,370,122
1780,ph,269,375,377,122
1781,ha,62,202,168,122
1782,th,78,251,181,122
1783,hi,8,113,181,122
1784,io,121,234,226,122
1785,om,114,256,227,122
1786,mb,209,316,351,122
1787,ba,40,182,147,122
1788,an,35,142,177,122
1789,ne,56,124,163,122
1790,mo,152,187,257,122
1791,ou,319,390,354,122
1792,us,223,333,294,122
1793,st,277,382,387,122
1794,ta,60,165,165,122
1795,ap,283,355,388,122
1796,ph,269,340,341,122
1797,ha,87,191,158,122
1798,th,88,263,209,122
1799,hi,15,102,190,122
1800,io,111,228,198,122
1801,om,102,246,219,122
1802,mb,220,323,364,122
1803,ba,16,157,119,122
1804,an,62,169,203,122
1805,ne,51,121,158,122
1806,mo,123,226,230,122
1807,ou,187,293,290,122
1808,us,182,288,288,122
1809,st,305,408,411,122
1810,ta,75,215,178,122
1811,ap,238,344,378,122
1812,ph,208,313,314,122
1813,ha,40,183,145,122
1814,th,72,246,185,122
1815,hi,5,144,179,122
1816,io,93,161,232,122
1817,om,143,285,211,122
1818,mb,201,309,343,122
1819,ba,40,183,148,122
1820,an,44,149,187,122
1821,ne,53,156,158,122
1822,mo,154,218,259,122
1823,ou,204,278,268,122
1824,us,174,281,248,122
1825,st,213,282,320,122
1826,ta,88,230,157,122
1827,ap,184,289,326,122
1828,ph,236,305,341,122
1829,ha,85,191,154,122
1830,th,85,257,228,122
1831,hi,4,145,176,122
1832,io,108,215,249,122
1833,om,114,253,221,122
1834,mb,538,645,677,122
1835,ba,21,160,128,122
1836,an,42,113,181,122
1837,ne,97,203,168,122
1838,mo,114,184,218,122
1839,ou,190,296,260,122
1840,us,124,227,230,122
1841,st,256,342,359,122
1842,ta,122,247,208,122
1843,ap,173,283,298,122
1844,ph,235,355,345,122
1845,ha,14,148,134,122
1846,th,84,297,198,122
1847,hi,46,195,259,122
1848,io,118,226,267,122
1849,om,118,252,226,122
1850,mb,211,317,345,122
1851,ba,17,121,123,122
1852,an,58,156,162,122
1853,ne,74,181,172,122
1854,mo,147,249,253,122
1855,ou,156,263,258,122
1856,us,76,184,183,122
1857,st,274,384,382,122
1858,ta,72,180,182,122
1859,ap,231,341,339,122
1860,ph,261,373,371,122
1861,ha,55,163,167,122
1862,th,61,239,203,122
1863,hi,19,161,197,122
1864,io,100,206,242,122
1865,om,140,246,246,122
1866,mb,218,324,324,122
1867,ba,59,164,165,122
1868,an,28,134,133,122
1869,ne,76,180,182,122
1870,mo,160,231,232,122
1871,ou,167,238,238,122
1872,us,153,258,224,122
1873,st,267,382,372,122
1874,ta,51,173,166,122
1875,ap,250,362,372,122
1876,ph,212,330,324,122
1877,ha,36,131,154,122
1878,th,86,227,226,122
1879,hi,27,141,168,122
1880,io,109,215,223,122
1881,om,104,246,210,122
1882,mb,157,262,299,122
1883,ba,79,155,184,122
1884,an,104,173,180,122
1885,ne,64,172,133,122
1886,mo,173,236,276,122
1887,ou,172,245,235,122
1888,us,777,884,850,122
1889,st,106,175,213,122
1890,ta,82,223,151,122
1891,ap,205,309,346,122
1892,ph,219,289,323,122
1893,ha,70,176,140,122
1894,ki,96,160,184,113
1895,ik,112,200,176,113
1896,ki,104,160,192,113
1897,il,120,208,176,113
1898,la,88,168,176,113
1899,au,72,168,152,113
1900,ut,112,344,208,113
1901,tr,-64,104,168,113
1902,ru,64,144,232,113
1903,uc,88,224,168,113
1904,ch,8,88,144,113
1905,he,64,144,144,113
1906,em,72,152,136,113
1907,mb,184,248,264,113
1908,bu,184,240,248,113
1909,us,64,120,120,113
1910,sc,128,216,184,113
1911,ca,128,216,216,113
1912,ad,120,272,208,113
1913,de,-80,72,72,113
1914,ki,76,157,157,113
1915,ik,115,196,196,113
1916,ki,76,158,157,113
1917,il,114,196,196,113
1918,la,153,234,235,113
1919,au,38,119,119,113
1920,ut,231,312,312,113
1921,tr,115,196,196,113
1922,ru,115,197,196,113
1923,uc,114,195,196,113
1924,ch,76,119,157,113
1925,he,76,157,119,113
1926,em,76,157,158,113
1927,mb,231,312,312,113
1928,bu,192,235,273,113
1929,us,115,196,158,113
1930,sc,82,164,163,113
1931,ca,76,157,158,113
1932,ad,153,273,234,113
1933,de,-81,79,39,113
1934,ki,76,158,157,113
1935,ik,75,196,157,113
1936,ki,75,196,196,113
1937,il,192,273,313,113
1938,la,153,274,234,113
1939,au,114,157,235,113
1940,ut,270,351,313,113
1941,tr,115,196,196,113
1942,ru,115,196,196,113
1943,uc,114,196,195,113
1944,ch,37,119,119,113
1945,he,153,202,235,113
1946,em,54,136,136,113
1947,mb,192,273,274,113
1948,bu,153,235,234,113
1949,us,76,157,158,113
1950,sc,115,196,196,113
1951,ca,155,276,236,113
1952,ad,153,272,274,113
1953,de,-41,86,78,113
1954,ki,112,176,192,113
1955,ik,128,215,192,113
1956,ki,129,193,216,113
1957,il,152,239,216,113
1958,la,129,200,216,113
1959,au,153,216,224,113
1960,ut,81,129,144,113
1961,tr,688,760,736,113
1962,ru,79,143,151,113
1963,uc,113,176,177,113
1964,ch,49,120,112,113
1965,he,65,136,136,113
1966,em,57,120,112,113
1967,mb,233,296,296,113
1968,bu,169,240,232,113
1969,us,97,192,168,113
1970,sc,105,168,200,113
1971,ca,113,160,176,113
1972,ad,321,400,368,113
1973,de,137,216,216,113
1974,ki,129,176,209,113
1975,ik,97,192,144,113
1976,ki,104,160,199,113
1977,il,128,216,184,113
1978,la,73,168,161,113
1979,au,80,136,175,113
1980,ut,88,136,144,113
1981,tr,128,192,176,113
1982,ru,88,160,152,113
1983,uc,72,128,144,113
